OBJECTID,County,Contae,Local_Government_Area,Limistéar_Rialtas_Áitiúil,Classification,Cineál,Gaeltacht,Town_Classification,ID,English_Name,Irish_Name,Foirm_Ghinideach,Alternative_Name,IG_E,IG_N,ITM_E,ITM_N,Irish_Validation,Legislation,Validated_By,Date_,Comment_
494,CORK,Corcaigh,CORK,,ED,T,N,,47192,KILCRONAT,Cill Chrónata,,,198217,86913,598168,586972,,,Fiontar,,
495,CORK,Corcaigh,CORK,,ED,T,N,,47193,KILCULLEN,Cill Chuilinn,,,145123,82418,545085,582478,,,Fiontar,,
496,CORK,Corcaigh,CORK,,ED,T,N,,47194,KILCUMMER,Cill Chomair,,,169026,98762,568983,598818,,,Fiontar,,
497,CORK,Corcaigh,CORK,,ED,T,N,,47195,KILDINAN,,,,173624,91298,573580,591356,,,,,
498,CORK,Corcaigh,CORK,,ED,T,N,,47196,KILDORRERY,Cill Daighnín,,,169512,112808,569469,612861,,,Fiontar,,
499,CORK,Corcaigh,CORK,,ED,T,N,,47197,KILFAUGHNABEG,Cill Fachna Bheag,,,123453,34930,523419,535000,,,Fiontar,,
500,CORK,Corcaigh,CORK,,ED,T,N,,47198,KILGULLANE,Cill Ghalláin,,,176612,112649,576567,612702,,,Fiontar,,
501,CORK,Corcaigh,CORK,,ED,T,N,,47199,KILKERRANMORE,Cill Chiaráin Mhór,,,134873,40089,534837,540158,,,Fiontar,,
502,CORK,Corcaigh,CORK,,ED,T,N,,47200,KILLACONENAGH,Cill Eacha Naoineach,,,68028,48127,468006,548194,,,Fiontar,,
503,CORK,Corcaigh,CORK,,ED,T,N,,47201,KILLATHY,Cill Aichidh,,,175321,98758,575277,598814,,,Fiontar,,
504,CORK,Corcaigh,CORK,,ED,T,N,,47202,KILLEAGH,Cill Ia,,,200622,77707,600572,577768,,,Fiontar,,
505,CORK,Corcaigh,CORK,,ED,T,N,,47203,KILLEAGH,Cill Ia,,,168045,83618,568002,583678,,,Fiontar,,
506,CORK,Corcaigh,CORK,,ED,T,N,,47204,KILLEENLEAGH,An Cillín Liath,,,109580,39993,509549,540062,,,Fiontar,,
507,CORK,Corcaigh,CORK,,ED,T,N,,47205,KILMACDONOGH,Cill Modhomhnóg,,,203330,72037,603280,572099,,,Fiontar,,
508,CORK,Corcaigh,CORK,,ED,T,N,,47206,KILMACLENINE,Cill Mhic Léinín,,,149792,104189,549753,604244,,,Fiontar,,
509,CORK,Corcaigh,CORK,,ED,T,N,,47207,KILMALODA EAST,Cill Molúda Thoir,,,145019,47353,544981,547421,,,Fiontar,,
510,CORK,Corcaigh,CORK,,ED,T,N,,47208,KILMALODA WEST,Cill Molúda Thiar,,,141831,47981,541794,548049,,,Fiontar,,
511,CORK,Corcaigh,CORK,,ED,T,N,,47209,KILMEEN,Cill Mhín,,,117519,105144,517487,605199,,,Fiontar,,
512,CORK,Corcaigh,CORK,,ED,T,N,,47210,KILMONOGE,Cill Mosheanóg,,,167099,53452,567056,553518,,,Fiontar,,
513,CORK,Corcaigh,CORK,,ED,T,N,,47211,KILMOYLERANE,Cill Mhaoilearáin,,,137251,48991,537215,549058,,,Fiontar,,
514,CORK,Corcaigh,CORK,,ED,T,N,,47212,KILNAGROSS,Cill na gCros,,,139415,45473,539378,545541,,,Fiontar,,
515,CORK,Corcaigh,CORK,,ED,T,N,,47213,KILNAMANAGH,Cill na Manach,,,55806,41638,455787,541707,,,Fiontar,,
516,CORK,Corcaigh,CORK,,ED,T,Y,,47214,KILNAMARTERY,Cill na Martra,,,127458,71572,527424,571634,2,872,FJF,1168819200000,
517,CORK,Corcaigh,CORK,,ED,T,N,,47215,KILPATRICK,Cill Phádraig,,,172521,58497,572477,558562,,,Fiontar,,
518,CORK,Corcaigh,CORK,,ED,T,N,,47216,KILPHELAN,Cill Fhaoláin,,,179282,108938,579237,608992,,,Fiontar,,
519,CORK,Corcaigh,CORK,,ED,T,N,,47217,KILSHANNIG,Cill Seanaigh,,,146010,93027,545972,593085,,,Fiontar,,
520,CORK,Corcaigh,CORK,,ED,T,N,,47218,KILWORTH,Cill Uird,,,183132,104697,583086,604752,,,Fiontar,,
521,CORK,Corcaigh,CORK,,ED,T,N,,47219,WILLIAMSTOWN,Baile Deasumhan,,,115559,104292,515528,604347,,,Fiontar,,
522,CORK,Corcaigh,CORK,,ED,T,N,,47220,KINNEIGH,Cinn Eich,,,130607,56894,530572,556960,,,Fiontar,,
523,CORK,Corcaigh,CORK,,ED,T,N,,47221,KINSALE RURAL,Cionn tSáile (Tuath),,,162273,53147,562231,553213,,,Fiontar,,
524,CORK,Corcaigh,CORK,,ED,T,N,,47222,KINSALE URBAN,Cionn tSáile (Uirbeach),,,163930,51030,563888,551097,,,Fiontar,,
525,CORK,Corcaigh,CORK,,ED,T,N,,47223,KINURE,Cionn Iúir,,,169243,52533,569200,552599,,,Fiontar,,
526,CORK,Corcaigh,CORK,,ED,T,N,,47224,KNOCKANTOTA,Cnocán Tóite,,,156312,86462,556272,586521,,,Fiontar,,
527,CORK,Corcaigh,CORK,,ED,T,N,,47225,KNOCKATOOAN,Cnoc an tSuain,,,122131,118021,522098,618073,,,Fiontar,,
528,CORK,Corcaigh,CORK,,ED,T,N,,47226,KNOCKAVILLY,Cnoc an Bhile,,,152358,63213,552318,563277,,,Fiontar,,
529,CORK,Corcaigh,CORK,,ED,T,N,,47227,KNOCKMOURNE,,,,191609,95511,591561,595568,,,,,
530,CORK,Corcaigh,CORK,,ED,T,N,,47228,KNOCKNAGREE,Cnoc na gCorr,,,116597,97094,516565,597151,,,Fiontar,,
531,CORK,Corcaigh,CORK,,ED,T,N,,47229,KNOCKRAHA,Cnoc na Srúibhe,,,177015,80730,576970,580790,,,Fiontar,,
532,CORK,Corcaigh,CORK,,ED,T,N,,47230,KNOCKROE,An Cnoc Riabhach B,,,153207,53386,553167,553452,,,Fiontar,,
533,CORK,Corcaigh,CORK,,ED,T,N,,47231,KNOCKS,An Cnoc Rua,,,134477,50808,534441,550875,,,Fiontar,,
534,CORK,Corcaigh,CORK,,ED,T,N,,47232,KNOCKSKAGH,Na Cnoic,,,120127,39672,520094,539741,,,Fiontar,,
535,CORK,Corcaigh,CORK,,ED,T,N,,47233,KNOCKTEMPLE,Cnoc Sceach,,,142079,113395,542042,613448,,,Fiontar,,
536,CORK,Corcaigh,CORK,,ED,T,N,,47234,LAHERNE,An Leathard,,,157476,45758,557435,545826,,,Fiontar,,
537,CORK,Corcaigh,CORK,,ED,T,N,,47235,LEHENAGH,Baile an Léadúsaigh,,,166609,67194,566567,567257,,,Fiontar,,
538,CORK,Corcaigh,CORK,,ED,T,N,,47236,LEIGHMONEY,Leithghlinn an Droichid,,,158441,54828,558400,554894,,,Fiontar,,
539,CORK,Corcaigh,CORK,,ED,T,N,,47237,LEITRIM,Liafuine,,,186024,101455,585977,601511,,,Fiontar,,
540,CORK,Corcaigh,CORK,,ED,T,N,,47238,LISCARROLL,Lios Ceannúir,,,145808,112768,545770,612821,,,Fiontar,,
541,CORK,Corcaigh,CORK,,ED,T,N,,47239,LISCLEARY,Lios Uí Chathasaigh,,,169158,61724,569115,561788,,,Fiontar,,
542,CORK,Corcaigh,CORK,,ED,T,N,,47240,LISGOOLD,Lios Giollac,,,182234,79988,582188,580048,,,Fiontar,,
543,CORK,Corcaigh,CORK,,ED,T,N,,47241,LOWERTOWN,Lú,,,88037,30123,488011,530194,,,Fiontar,,
544,CORK,Corcaigh,CORK,,ED,T,N,,47242,MACLONEIGH,Magh Cluana Aichidh,,,133406,70426,533371,570489,,,Fiontar,,
545,CORK,Corcaigh,CORK,,ED,T,N,,47243,MACROOM URBAN,Maigh Chromtha (Uirbeach),,,133934,72955,533898,573017,,,Fiontar,,
546,CORK,Corcaigh,CORK,,ED,T,N,,47244,MAGOURNEY,Maigh Guairne,,,146300,74506,546262,574568,,,Fiontar,,
547,CORK,Corcaigh,CORK,,ED,T,N,,47245,MALLOW RURAL,Mala Theas (Tuath),,,155377,100328,555337,600384,,,Fiontar,,
548,CORK,Corcaigh,CORK,,ED,T,N,,47246,MALLOW SOUTH URBAN,Mala Theas (Uirbeach),,,155597,98016,555557,598073,,,Fiontar,,
549,CORK,Corcaigh,CORK,,ED,T,N,,47247,MANCH,Mansaí,,,127208,54182,527174,554248,,,Fiontar,,
550,CORK,Corcaigh,CORK,,ED,T,N,,47248,MARSHALSTOWN,Baile an Mharascalaigh,,,174604,113004,574560,613057,,,Fiontar,,
551,CORK,Corcaigh,CORK,,ED,T,N,,47249,MASHANAGLASS,Maigh Sheanghlaise,,,137376,69838,537340,569901,,,Fiontar,,
552,CORK,Corcaigh,CORK,,ED,T,N,,47250,MATEHY,Maigh Teichigh,,,155780,77837,555740,577898,,,Fiontar,,
553,CORK,Corcaigh,CORK,,ED,T,N,,47251,MEALAGH,An Mhíolach,,,106194,51848,506164,551915,,,Fiontar,,
554,CORK,Corcaigh,CORK,,ED,T,N,,47252,MEENS,Na Mínte,,,122373,105271,522340,605326,,,Fiontar,,
555,CORK,Corcaigh,CORK,,ED,T,N,,47253,MIDLETON RURAL,Mainistir na Corann (Tuath),,,189238,74732,589191,574794,,,Fiontar,,
556,CORK,Corcaigh,CORK,,ED,T,N,,47254,MIDLETON URBAN,Mainistir na Corann (Uirbeach),,,188113,73398,588066,573460,,,Fiontar,,
557,CORK,Corcaigh,CORK,,ED,T,N,,47255,MILANE,An Maolán,,,116949,50329,516917,550396,,,Fiontar,,
558,CORK,Corcaigh,CORK,,ED,T,N,,47256,MILFORD,Áth an Mhuilinn,,,141594,121416,541557,621467,,,Fiontar,,
559,CORK,Corcaigh,CORK,,ED,T,N,,47257,MILLTOWN,Baile an Mhuilinn,,,149615,120154,549576,620206,,,Fiontar,,
560,CORK,Corcaigh,CORK,,ED,T,N,,47258,MITCHELSTOWN,Baile Mhistéala,,,183076,112152,583030,612205,,,Fiontar,,
561,CORK,Corcaigh,CORK,,ED,T,N,,47259,MOGEELY,Maigh Dhíle,,,196191,77594,596142,577655,,,Fiontar,,
562,CORK,Corcaigh,CORK,,ED,T,N,,47260,MONANIMY,Móin Ainmne,,,165168,97602,565126,597659,,,Fiontar,,
563,CORK,Corcaigh,CORK,,ED,T,N,,47261,MONKSTOWN RURAL,Baile an Mhanaigh (Tuath),,,175196,66962,575152,567025,,,Fiontar,,
564,CORK,Corcaigh,CORK,,ED,T,N,,47262,MOUNTRIVERS,Cnoc idir Dhá Abhainn,,,140814,81877,540777,581937,,,Fiontar,,
565,CORK,Corcaigh,CORK,,ED,T,N,,47263,MOVIDDY,Maigh Mhide,,,144446,66314,544408,566378,,,Fiontar,,
566,CORK,Corcaigh,CORK,,ED,T,N,,47264,MURRAGH,Maigh Rátha,,,139757,59875,539720,559940,,,Fiontar,,
567,CORK,Corcaigh,CORK,,ED,T,N,,47265,MYROSS,Míros,,,120731,32711,520698,532782,,,Fiontar,,
568,CORK,Corcaigh,CORK,,ED,T,N,,47266,NAD,Nead an Iolair,,,140730,89213,540693,589272,,,Fiontar,,
569,CORK,Corcaigh,CORK,,ED,T,N,,47267,NEWMARKET,Áth Trasna,,,132703,107721,532668,607776,,,Fiontar,,
570,CORK,Corcaigh,CORK,,ED,T,N,,47268,NEWTOWN,An Baile Nua,,,146154,123974,546116,624025,,,Fiontar,,
571,CORK,Corcaigh,CORK,,ED,T,N,,47269,NOHAVAL,Nuachabháil,,,171337,52533,571293,552599,,,Fiontar,,
572,CORK,Corcaigh,CORK,,ED,T,N,,47270,OVENS,Na hUamhanna,,,153948,70765,553908,570827,,,Fiontar,,
573,CORK,Corcaigh,CORK,,ED,T,N,,47271,MONKSTOWN URBAN,Baile an Mhanaigh (Uirbeach),,,176580,68442,576535,568505,,,Fiontar,,
574,CORK,Corcaigh,CORK,,ED,T,N,,47272,RAHALISK,Ráth an Loisc,,,132307,79994,532272,580055,,,Fiontar,,
575,CORK,Corcaigh,CORK,,ED,T,N,,47273,RAHAN,Raithean,,,160324,95902,560283,595959,,,Fiontar,,
576,CORK,Corcaigh,CORK,,ED,T,N,,47274,RATHBARRY,Ráth an Bharraigh,,,133013,35886,532977,535956,,,Fiontar,,
577,CORK,Corcaigh,CORK,,ED,T,N,,47275,RATHCLARIN,Ráth Chláirín,,,149351,45442,549312,545510,,,Fiontar,,
578,CORK,Corcaigh,CORK,,ED,T,N,,47276,RATHCOOL,Ráth Cúil,,,131472,93099,531437,593157,,,Fiontar,,
579,CORK,Corcaigh,CORK,,ED,T,N,,47277,RATHCOONEY,Ráth Chuanna,,,168877,77535,568834,577596,,,Fiontar,,
580,CORK,Corcaigh,CORK,,ED,T,N,,47278,RATHCORMACK,Ráth Chormaic,,,179491,92511,579446,592569,,,Fiontar,,
581,CORK,Corcaigh,CORK,,ED,T,N,,47279,RIVERSTOWN,Baile Roisín,,,172690,80893,572646,580953,,,Fiontar,,
582,CORK,Corcaigh,CORK,,ED,T,N,,47280,ROSKEEN,Ros Caoin,,,145502,101641,545464,601697,,,Fiontar,,
583,CORK,Corcaigh,CORK,,ED,T,N,,47281,ROSNALEE,Ros na Lao,,,134453,97544,534417,597601,,,Fiontar,,
584,CORK,Corcaigh,CORK,,ED,T,N,,47282,ROSSCARBERY,Ros Ó gCairbre,,,128841,36864,528806,536934,,,Fiontar,,
585,CORK,Corcaigh,CORK,,ED,T,N,,47283,ROSSMORE,An Ros Mór,,,133058,47303,533022,547371,,,Fiontar,,
586,CORK,Corcaigh,CORK,,ED,T,N,,47284,ROSTELLAN,Ros Tialláin,,,187452,66172,587405,566235,,,Fiontar,,
587,CORK,Corcaigh,CORK,,ED,T,N,,47285,ROWLS,Romhail,,,128376,116554,528342,616607,,,Fiontar,,
588,CORK,Corcaigh,CORK,,ED,T,N,,47286,SCART,An Scairt,,,99685,44459,499657,544527,,,Fiontar,,
589,CORK,Corcaigh,CORK,,ED,T,N,,47287,SEEFIN,Suí Finn,,,83079,40034,483054,540103,,,Fiontar,,
590,CORK,Corcaigh,CORK,,ED,T,N,,47288,SHANBALLYMORE,An Seanbhaile Mór,,,165908,108748,565866,608802,,,Fiontar,,
591,CORK,Corcaigh,CORK,,ED,T,N,,47289,SHEEPSHEAD,Rinn Mhuintir Bháire,,,78061,37728,478037,537798,,,Fiontar,,
592,CORK,Corcaigh,CORK,,ED,T,N,,47290,SHREELANE,Sraoilleán,,,116711,37222,516679,537292,,,Fiontar,,
593,CORK,Corcaigh,CORK,,ED,T,N,,47291,SKAGH,An Sceach,,,129059,98529,529025,598586,,,Fiontar,,
594,CORK,Corcaigh,CORK,,ED,T,N,,47292,SKAHANAGH,An Sceachánach,,,163432,112014,563390,612067,,,Fiontar,,
595,CORK,Corcaigh,CORK,,ED,T,N,,47293,SKIBBEREEN RURAL,An Sciobairín (Tuath),,,109479,31278,509448,531349,,,Fiontar,,
596,CORK,Corcaigh,CORK,,ED,T,N,,47294,SKIBBEREEN URBAN,An Sciobairín (Uirbeach),,,111835,32994,511804,533065,,,Fiontar,,
597,CORK,Corcaigh,CORK,,ED,T,N,,47295,SKULL,An Scoil,,,91075,31603,491048,531674,,,Fiontar,,
598,CORK,Corcaigh,CORK,,ED,T,Y,,47296,SLIEVEREAGH,An Sliabh Riabhach,,,116416,78519,516384,578580,2,872,FJF,1168819200000,
599,CORK,Corcaigh,CORK,,ED,T,N,,47297,SPRINGFORT,Garraí na Gráinneoige,,,152910,118115,552871,618167,,,Fiontar,,
600,CORK,Corcaigh,CORK,,ED,T,N,,47298,St. MARY'S,Teampall Mhuire,,,163727,74276,563685,574338,,,Fiontar,,
601,CORK,Corcaigh,CORK,,ED,T,N,,47299,STREAMHILL,Cnoc Sruthán,,,160165,113378,560124,613431,,,Fiontar,,
602,CORK,Corcaigh,CORK,,ED,T,N,,47300,TEADIES,Na Téada,,,137860,55710,537824,555776,,,Fiontar,,
603,CORK,Corcaigh,CORK,,ED,T,N,,47301,TEERELTON,Tír Eiltín,,,131471,65544,531436,565608,,,Fiontar,,
604,CORK,Corcaigh,CORK,,ED,T,N,,47302,TEMPLEBODAN,Teampall Buadáin,,,185497,83940,585451,584000,,,Fiontar,,
605,CORK,Corcaigh,CORK,,ED,T,N,,47303,TEMPLEBREEDY,Teampall Bríde,,,178259,60182,578214,560247,,,Fiontar,,
606,CORK,Corcaigh,CORK,,ED,T,N,,47304,TEMPLEMARTIN,Teampall Mártan,,,145007,61411,544969,561476,,,Fiontar,,
607,CORK,Corcaigh,CORK,,ED,T,N,,47305,TEMPLEMARY,Teampall Muire,,,147782,107563,547744,607617,,,Fiontar,,
608,CORK,Corcaigh,CORK,,ED,T,N,,47306,TEMPLEMICHAEL,Teampall Michíl,,,158883,58232,558842,558297,,,Fiontar,,
609,CORK,Corcaigh,CORK,,ED,T,N,,47307,TEMPLEMOLAGA,Teampall Molaga,,,174014,116045,573970,616098,,,Fiontar,,
610,CORK,Corcaigh,CORK,,ED,T,N,,47308,TEMPLENACARRIGA,Teampall na Carraige,,,187048,81094,587001,581154,,,Fiontar,,
611,CORK,Corcaigh,CORK,,ED,T,N,,47309,TEMPLEOMALUS,Teampall Ó Maoilíosa,,,142242,40526,542204,540595,,,Fiontar,,
612,CORK,Corcaigh,CORK,,ED,T,N,,47310,TIMOLEAGUE,Tigh Molaige,,,145132,43796,545094,543864,,,Fiontar,,
613,CORK,Corcaigh,CORK,,ED,T,N,,47311,TINCOORA,Toinn Chumhra,,,140806,93308,540769,593366,,,Fiontar,,
614,CORK,Corcaigh,CORK,,ED,T,N,,47312,TOORMORE,An Tuar Mór,,,82502,30455,482477,530526,,,Fiontar,,
615,CORK,Corcaigh,CORK,,ED,T,N,,47313,TULLAGH,An Tulach,,,106019,27691,505989,527763,,,Fiontar,,
616,CORK,Corcaigh,CORK,,ED,T,N,,47314,TULLYLEASE,Tulach Léis,,,136562,118000,536526,618052,,,Fiontar,,
617,CORK,Corcaigh,CORK,,ED,T,Y,,47315,ULLANES,Na hUláin,,,123684,77793,523651,577854,2,872,FJF,1168819200000,
618,CORK,Corcaigh,CORK,,ED,T,N,,47316,WALLSTOWN,Baile an Fháltaigh,,,162743,106259,562701,606314,,,Fiontar,,
619,CORK,Corcaigh,CORK,,ED,T,N,,47317,WARRENSCOURT,Cúirt an Bhairínigh,,,139528,65321,539491,565385,,,Fiontar,,
620,CORK,Corcaigh,CORK,,ED,T,N,,47318,WATERGRASSHILL,Cnocán na Biolraí,,,175509,85697,575465,585756,,,Fiontar,,
621,CORK,Corcaigh,CORK,,ED,T,N,,47319,WHIDDY,Faoide,,,95879,49572,495851,549639,,,Fiontar,,
622,CORK,Corcaigh,CORK,,ED,T,N,,47320,WHITECHURCH,An Teampall Geal,,,163491,79095,563449,579156,,,Fiontar,,
623,CORK,Corcaigh,CORK,,ED,T,N,,47321,WOODFORT,Ráth na Coille,,,113157,38737,513126,538807,,,Fiontar,,
624,CORK,Corcaigh,CORK,,ED,T,N,,47322,YOUGHAL RURAL,Eochaill (Tuath),,,206721,78327,606670,578388,,,Fiontar,,
625,CORK,Corcaigh,CORK,,ED,T,N,,47323,YOUGHAL URBAN,Eochaill (Uirbeach),,,209820,77266,609768,577327,,,Fiontar,,
626,CORK,Corcaigh,CORK,,ED,T,N,,47324,MALLOW NORTH URBAN,Mala Thuaidh (Uirbeach),,,156513,98421,556473,598477,,,Fiontar,,
627,CORK,Corcaigh,CORK,,ED,T,N,,47325,BANDON,Droichead na Bandan,,,149060,55187,549021,555253,,,Fiontar,,
628,CORK,Corcaigh,CORK CITY,,ED,T,N,,48001,BALLINLOUGH A,Baile an Locha A,,,168388,70985,568345,571047,,,Fiontar,,
629,CORK,Corcaigh,CORK CITY,,ED,T,N,,48002,BALLINLOUGH B,Baile an Locha B,,,169085,70557,569042,570619,,,Fiontar,,
630,CORK,Corcaigh,CORK CITY,,ED,T,N,,48003,BALLINLOUGH C,Baile an Locha C,,,169800,70790,569757,570852,,,Fiontar,,
631,CORK,Corcaigh,CORK CITY,,ED,T,N,,48004,BALLYPHEHANE A,Baile Féitheán A,,,167317,70147,567274,570210,,,Fiontar,,
632,CORK,Corcaigh,CORK CITY,,ED,T,N,,48005,BALLYPHEHANE B,Baile Féitheán B,,,167369,69766,567326,569829,,,Fiontar,,
633,CORK,Corcaigh,CORK CITY,,ED,T,N,,48006,BISHOPSTOWN A,Baile an Easpaig A,,,163951,71060,563909,571122,,,Fiontar,,
634,CORK,Corcaigh,CORK CITY,,ED,T,N,,48007,BISHOPSTOWN B,Baile an Easpaig B,,,163070,70513,563028,570576,,,Fiontar,,
635,CORK,Corcaigh,CORK CITY,,ED,T,N,,48008,BISHOPSTOWN C,Baile an Easpaig C,,,164134,70271,564092,570334,,,Fiontar,,
636,CORK,Corcaigh,CORK CITY,,ED,T,N,,48009,BISHOPSTOWN E,Baile an Easpaig E,,,164900,69835,564858,569898,,,Fiontar,,
637,CORK,Corcaigh,CORK CITY,,ED,T,N,,48010,BISHOPSTOWN D,Baile an Easpaig D,,,163435,69296,563393,569359,,,Fiontar,,
638,CORK,Corcaigh,CORK CITY,,ED,T,N,,48011,BLACKPOOL A,An Linn Dubh A,,,167648,73352,567605,573414,,,Fiontar,,
639,CORK,Corcaigh,CORK CITY,,ED,T,N,,48012,BLACKPOOL B,An Linn Dubh B,,,167767,72918,567724,572980,,,Fiontar,,
640,CORK,Corcaigh,CORK CITY,,ED,T,N,,48013,BROWNINGSTOWN,Cnocán an Mhadra Rua,,,169595,70172,569552,570235,,,Fiontar,,
641,CORK,Corcaigh,CORK CITY,,ED,T,N,,48014,CENTRE A,An Lár A,,,167650,71784,567607,571846,,,Fiontar,,
642,CORK,Corcaigh,CORK CITY,,ED,T,N,,48015,CENTRE B,An Lár B,,,167071,71949,567028,572011,,,Fiontar,,
643,CORK,Corcaigh,CORK CITY,,ED,T,N,,48016,CHURCHFIELD,Páirc na hEaglaise,,,166031,72775,565989,572837,,,Fiontar,,
644,CORK,Corcaigh,CORK CITY,,ED,T,N,,48017,CITY HALL A,Halla na Cathrach A,,,168065,71448,568022,571510,,,Fiontar,,
645,CORK,Corcaigh,CORK CITY,,ED,T,N,,48018,CITY HALL B,Halla na Cathrach B,,,168417,71358,568374,571420,,,Fiontar,,
646,CORK,Corcaigh,CORK CITY,,ED,T,N,,48019,COMMONS,An Coimín,,,166745,74686,566702,574748,,,Fiontar,,
647,CORK,Corcaigh,CORK CITY,,ED,T,N,,48020,EVERGREEN,An Bóthar Síorghlas,,,167505,71081,567462,571143,,,Fiontar,,
648,CORK,Corcaigh,CORK CITY,,ED,T,N,,48021,FAIR HILL A,Cnocán an Aonaigh A,,,166551,72893,566509,572955,,,Fiontar,,
649,CORK,Corcaigh,CORK CITY,,ED,T,N,,48022,FAIR HILL B,Cnocán an Aonaigh B,,,166514,73406,566472,573468,,,Fiontar,,
650,CORK,Corcaigh,CORK CITY,,ED,T,N,,48023,FAIR HILL C,Cnocán an Aonaigh C,,,166462,74000,566420,574062,,,Fiontar,,
651,CORK,Corcaigh,CORK CITY,,ED,T,N,,48024,FARRANFERRIS A,Fearann Phiarais A,,,167244,73266,567201,573328,,,Fiontar,,
652,CORK,Corcaigh,CORK CITY,,ED,T,N,,48025,FARRANFERRIS B,Fearann Phiarais B,,,166813,73678,566770,573740,,,Fiontar,,
653,CORK,Corcaigh,CORK CITY,,ED,T,N,,48026,FARRANFERRIS C,Fearann Phiarais C,,,166903,73117,566860,573179,,,Fiontar,,
654,CORK,Corcaigh,CORK CITY,,ED,T,N,,48027,GURRANEBRAHER D,Garrán na mBráthar D,,,166530,72438,566488,572500,,,Fiontar,,
655,CORK,Corcaigh,CORK CITY,,ED,T,N,,48028,GILLABBEY A,Mainistir Ghiolla Aodha A,,,166647,71481,566605,571543,,,Fiontar,,
656,CORK,Corcaigh,CORK CITY,,ED,T,N,,48029,GILLABBEY B,Mainistir Ghiolla Aodha B,,,166164,71163,566122,571225,,,Fiontar,,
657,CORK,Corcaigh,CORK CITY,,ED,T,N,,48030,GILLABBEY C,Mainistir Ghiolla Aodha C,,,165586,70994,565544,571056,,,Fiontar,,
658,CORK,Corcaigh,CORK CITY,,ED,T,N,,48031,GLASHEEN A,An Glaisín A,,,165280,70531,565238,570594,,,Fiontar,,
659,CORK,Corcaigh,CORK CITY,,ED,T,N,,48032,GLASHEEN B,An Glaisín B,,,165786,70729,565744,570791,,,Fiontar,,
660,CORK,Corcaigh,CORK CITY,,ED,T,N,,48033,GLASHEEN C,An Glaisín C,,,166014,70320,565972,570383,,,Fiontar,,
661,CORK,Corcaigh,CORK CITY,,ED,T,N,,48034,GREENMOUNT,An Cnocán Glas,,,167087,71018,567044,571080,,,Fiontar,,
662,CORK,Corcaigh,CORK CITY,,ED,T,N,,48035,GURRANEBRAHER A,Garrán na mBráthar A,,,166083,72350,566041,572412,,,Fiontar,,
663,CORK,Corcaigh,CORK CITY,,ED,T,N,,48036,GURRANEBRAHER B,Garrán na mBráthar B,,,166138,72215,566096,572277,,,Fiontar,,
664,CORK,Corcaigh,CORK CITY,,ED,T,N,,48037,GURRANEBRAHER C,Garrán na mBráthar C,,,166696,72303,566654,572365,,,Fiontar,,
665,CORK,Corcaigh,CORK CITY,,ED,T,N,,48038,GURRANEBRAHER E,Garrán na mBráthar E,,,166554,72668,566512,572730,,,Fiontar,,
666,CORK,Corcaigh,CORK CITY,,ED,T,N,,48039,KNOCKNAHEENY,Cnoc na Graí,,,165430,72828,565388,572890,,,Fiontar,,
667,CORK,Corcaigh,CORK CITY,,ED,T,N,,48040,KNOCKREA A,Cnoc Rátha,,,169374,71161,569331,571223,,,Fiontar,,
668,CORK,Corcaigh,CORK CITY,,ED,T,N,,48041,KNOCKREA B,An Cnoc Riabhach A,,,169297,71824,569254,571886,,,Fiontar,,
669,CORK,Corcaigh,CORK CITY,,ED,T,N,,48042,MAHON A,Machain A,,,171622,71594,571578,571656,,,Fiontar,,
670,CORK,Corcaigh,CORK CITY,,ED,T,N,,48043,MAHON B,Machain B,,,171709,70513,571665,570575,,,Fiontar,,
671,CORK,Corcaigh,CORK CITY,,ED,T,N,,48044,MAHON C,Machain C,,,170588,71051,570545,571113,,,Fiontar,,
672,CORK,Corcaigh,CORK CITY,,ED,T,N,,48045,MARDYKE,An Mhuirdíog,,,165862,71560,565820,571622,,,Fiontar,,
673,CORK,Corcaigh,CORK CITY,,ED,T,N,,48046,MAYFIELD,Baile na mBocht,,,169656,73493,569613,573555,,,Fiontar,,
674,CORK,Corcaigh,CORK CITY,,ED,T,N,,48047,MONTENOTTE A,Montenotte A,,,168871,72807,568828,572869,,,Fiontar,,
675,CORK,Corcaigh,CORK CITY,,ED,T,N,,48048,MONTENOTTE B,Montenotte B,,,169794,73075,569751,573137,,,Fiontar,,
676,CORK,Corcaigh,CORK CITY,,ED,T,N,,48049,POULADUFF A,Poll an Duibh A,,,166850,70484,566807,570547,,,Fiontar,,
677,CORK,Corcaigh,CORK CITY,,ED,T,N,,48050,POULADUFF B,Poll an Duibh B,,,166797,69397,566754,569460,,,Fiontar,,
678,CORK,Corcaigh,CORK CITY,,ED,T,N,,48051,SHANAKIEL,An tSeanchoill,,,164825,72095,564783,572157,,,Fiontar,,
679,CORK,Corcaigh,CORK CITY,,ED,T,N,,48052,SHANDON A,An Seandún A,,,167167,72644,567124,572706,,,Fiontar,,
680,CORK,Corcaigh,CORK CITY,,ED,T,N,,48053,SHANDON B,An Seandún B,,,167199,72284,567156,572346,,,Fiontar,,
681,CORK,Corcaigh,CORK CITY,,ED,T,N,,48054,SOUTH GATE A,An Geata Theas A,,,167666,71397,567623,571459,,,Fiontar,,
682,CORK,Corcaigh,CORK CITY,,ED,T,N,,48055,SOUTH GATE B,An Geata Theas B,,,167124,71348,567081,571410,,,Fiontar,,
